policy,entry_utc,exit_utc,entry_index,exit_index,level,support,entry,exit,initial_stop,risk_price,risk_pct,net_pct,net_r,cost_r,reason,score_signal_utc,hold_minutes
score_trail,2026-09-18T12:12:41.606386+00:00,2026-09-18T12:43:32.996476+00:00,11415,11444,prior_1h,2498.8,2501.08,2507.4,2494.823928571429,6.256071428570976,0.2501347989097101,0.13269083755818933,0.5304773191757226,0.4797413255694814,score,2026-09-18T12:42:29.320470+00:00,30.856501503785452
score_trail,2026-09-19T11:12:42.950188+00:00,2026-09-19T11:35:11.080692+00:00,12695,12716,prior_1h,2637.97,2638.5,2637.35,2633.730714285714,4.76928571428607,0.18075746500989465,-0.1635853704756517,-0.9049992511606524,0.6638729968548254,score,2026-09-19T11:34:06.902194+00:00,22.468841739495595
score_trail,2026-09-19T15:30:24.059253+00:00,2026-09-19T15:33:33.836478+00:00,12937,12940,prior_1h,2636.23,2636.72,2638.7,2633.727142857143,2.992857142856792,0.11350682449622229,-0.04490670226645832,-0.39562997613369155,1.0572051551313886,score,2026-09-19T15:32:30.829424+00:00,3.1629537463188173
score_trail,2026-09-19T19:58:50.673825+00:00,2026-09-19T20:04:01.576124+00:00,13194,13199,prior_1h,2632.28,2631.6,2632.84,2629.249285714286,2.3507142857138206,0.08932642824569922,-0.07288037695697624,-0.8158881798845941,1.3433874202372755,stop,,5.181704990069071
score_trail,2026-09-20T00:01:29.431894+00:00,2026-09-20T00:04:36.147462+00:00,13428,13431,prior_1h,2627.92,2628.14,2627.42,2624.6603571428573,3.4796428571426077,0.13239944817028804,-0.14739580083251924,-1.1132659755722278,0.9063481884430495,score,2026-09-20T00:03:33.951241+00:00,3.1119261264801024
score_trail,2026-09-20T04:44:57.598944+00:00,2026-09-20T04:49:07.358222+00:00,13701,13705,prior_1h,2578.82,2579.79,2577.3,2573.67,6.119999999999891,0.23722861163117506,-0.2165194841440531,-0.9127039215686079,0.5058411764705971,score,2026-09-20T04:48:04.833037+00:00,4.162654618422191
score_trail,2026-09-20T08:48:43.038332+00:00,2026-09-20T08:52:52.964300+00:00,13935,13939,prior_1h,2570.66,2571.08,2573.83,2567.885714285714,3.1942857142857974,0.12423906351750227,-0.013041056676579177,-0.10496744186046225,0.9658797853309229,score,2026-09-20T08:51:50.489951+00:00,4.1654328068097435
score_trail,2026-09-20T14:24:59.366795+00:00,2026-09-20T14:29:09.539538+00:00,14258,14262,prior_1h,2575.9,2577.63,2575.16,2573.5582142857143,4.071785714285852,0.15796626025790558,-0.21582445890218283,-1.3662693447943326,0.7596558898341994,score,2026-09-20T14:28:07.048368+00:00,4.169545729955037
score_trail,2026-09-20T18:52:29.744630+00:00,2026-09-20T20:09:58.425541+00:00,14514,14588,prior_1h,2621.7,2621.47,2633.11,2615.0775,6.392499999999927,0.24385173204346905,0.32402568024812795,1.3287815408682715,0.49210230739147987,score,2026-09-20T20:08:55.560722+00:00,77.47801518042883
score_trail,2026-09-21T01:28:15.505287+00:00,2026-09-21T01:32:30.121692+00:00,14891,14895,prior_1h,2673.49,2672.77,2674.72,2667.388571428571,5.381428571428842,0.20134274821360768,-0.04704198266217918,-0.23364130607913003,0.5959986195911566,stop,,4.243606742223104
score_trail,2026-09-21T06:38:49.192281+00:00,2026-09-21T06:40:56.384083+00:00,15184,15186,prior_1h,2662.76,2661.62,2657.8,2658.486428571429,3.133571428571031,0.11773173588156954,-0.2635216146557283,-2.238322680647558,1.0192663779349367,stop,,2.1198633790016173
