event_id,symbol,side,threshold,horizon,day,net,quality,beta_samples,beta,btc_directional_gross,residual_after_signal_cost
ETHUSDT:long:50:1788439069.565877,ETHUSDT,long,50,15,2026-09-03,-0.009471200417268011,True,35,1.1352569244923822,0.19275674073773175,-0.22829962508236085
ETHUSDT:long:50:1788455830.127855,ETHUSDT,long,50,15,2026-09-03,-0.0771722476164659,True,54,1.113154835724109,-0.06918750924967965,-0.00015583712347848333
ETHUSDT:long:50:1788471218.489975,ETHUSDT,long,50,15,2026-09-03,-0.45649701443323465,True,71,1.072425637470965,-0.5177882973012471,0.0987924303750608
ETHUSDT:long:50:1788490983.836880,ETHUSDT,long,50,15,2026-09-04,-0.18489783567706908,True,93,1.0489117886574801,-0.009394313967869827,-0.1750440290098208
ETHUSDT:long:50:1788511491.037888,ETHUSDT,long,50,15,2026-09-04,0.13411547960325632,True,96,1.0381713024480461,0.09220264338929418,0.03839334122664005
ETHUSDT:long:50:1788540474.809328,ETHUSDT,long,50,15,2026-09-04,-0.29764299854876597,True,96,1.2699861208426768,-0.13092091072800516,-0.1313752589961163
ETHUSDT:long:50:1788557614.497340,ETHUSDT,long,50,15,2026-09-04,-0.1187776406018769,True,96,1.329044716780982,-0.04751933999522784,-0.05562231283630012
ETHUSDT:long:50:1788593998.306329,ETHUSDT,long,50,15,2026-09-05,-0.17696591403844264,True,96,1.3528359112473336,-0.005646917096979731,-0.1693265618018119
ETHUSDT:long:50:1788623042.251099,ETHUSDT,long,50,15,2026-09-05,-0.07035787092232393,True,96,0.8712011134543544,0.08093660593284646,-0.14086993213023608
ETHUSDT:long:50:1788644524.707708,ETHUSDT,long,50,15,2026-09-05,0.09221163177456149,True,96,0.9235045508171296,0.03607069856919054,0.0589001774947611
ETHUSDT:long:50:1788659361.607322,ETHUSDT,long,50,15,2026-09-06,-0.11640194295080775,True,96,1.1143178820101423,-0.049437785988204475,-0.06131253397716105
ETHUSDT:long:50:1788693570.372481,ETHUSDT,long,50,15,2026-09-06,-0.15157183792057427,True,96,1.4536479586820348,0.003252968333611328,-0.1563005086983857
ETHUSDT:long:50:1788726112.870767,ETHUSDT,long,50,15,2026-09-06,-0.06587486268251552,True,96,1.5535771404069576,0.05232940987947021,-0.14717263764224645
ETHUSDT:long:50:1788439069.565877,ETHUSDT,long,50,30,2026-09-03,-0.05293758227563827,True,35,1.1352569244923822,0.29507493114917516,-0.3879234411068523
ETHUSDT:long:50:1788455830.127855,ETHUSDT,long,50,30,2026-09-03,0.10534602422370487,True,54,1.113154835724109,0.06585762912534321,0.03203628589350416
ETHUSDT:long:50:1788471218.489975,ETHUSDT,long,50,30,2026-09-03,-0.3937266150466322,True,71,1.072425637470965,-0.5331608999072812,0.17804880291102732
ETHUSDT:long:50:1788490983.836880,ETHUSDT,long,50,30,2026-09-04,-0.3095176060263348,True,93,1.0489117886574801,-0.0909765142150909,-0.21409126777516116
ETHUSDT:long:50:1788511491.037888,ETHUSDT,long,50,30,2026-09-04,0.30167287396666087,True,96,1.0381713024480461,0.04369442538127988,0.2563105754588586
ETHUSDT:long:50:1788540474.809328,ETHUSDT,long,50,30,2026-09-04,-0.54967654340057,True,96,1.2699861208426768,-0.22773215889083653,-0.26045986233966845
ETHUSDT:long:50:1788557614.497340,ETHUSDT,long,50,30,2026-09-04,-0.1774508917111749,True,96,1.329044716780982,-0.14719711122533896,0.018180651288284444
ETHUSDT:long:50:1788593998.306329,ETHUSDT,long,50,30,2026-09-05,-0.2766562636056923,True,96,1.3528359112473336,-0.10427973572428861,-0.13558289230249318
ETHUSDT:long:50:1788623042.251099,ETHUSDT,long,50,30,2026-09-05,-0.08826158960607777,True,96,0.8712011134543544,0.0421623249510672,-0.12499345404927181
ETHUSDT:long:50:1788644524.707708,ETHUSDT,long,50,30,2026-09-05,-0.0028205221130804814,True,96,0.9235045508171296,0.028681215181758368,-0.02930775485639968
ETHUSDT:long:50:1788659361.607322,ETHUSDT,long,50,30,2026-09-06,-0.09321446418934165,True,96,1.1143178820101423,0.002503179037383063,-0.09600380135257053
ETHUSDT:long:50:1788693570.372481,ETHUSDT,long,50,30,2026-09-06,-0.1503729073666381,True,96,1.4536479586820348,-0.008757991667396325,-0.13764187065717318
ETHUSDT:long:50:1788726112.870767,ETHUSDT,long,50,30,2026-09-06,0.0459837544402798,True,96,1.5535771404069576,-0.004506839128382012,0.05298547668562571
ETHUSDT:long:50:1788439069.565877,ETHUSDT,long,50,60,2026-09-03,0.3945591680948636,True,35,1.1352569244923822,0.5145289275622966,-0.189563359771873
ETHUSDT:long:50:1788455830.127855,ETHUSDT,long,50,60,2026-09-03,0.19860645698411628,True,54,1.113154835724109,0.10026639040994212,0.08699443963868778
ETHUSDT:long:50:1788471218.489975,ETHUSDT,long,50,60,2026-09-03,-1.155711589878874,True,71,1.072425637470965,-1.2371284954370232,0.17101672547367164
ETHUSDT:long:50:1788490983.836880,ETHUSDT,long,50,60,2026-09-04,-0.5261091557707286,True,93,1.0489117886574801,-0.13794808405439563,-0.38141378418336
ETHUSDT:long:50:1788511491.037888,ETHUSDT,long,50,60,2026-09-04,0.29929054134537403,True,96,1.0381713024480461,0.1577442814612251,0.1355249552070428
ETHUSDT:long:50:1788540474.809328,ETHUSDT,long,50,60,2026-09-04,-0.7195959333167988,True,96,1.2699861208426768,-0.37119338673836655,-0.24818548401048518
ETHUSDT:long:50:1788557614.497340,ETHUSDT,long,50,60,2026-09-04,-0.21982601751232778,True,96,1.329044716780982,-0.13741740536881153,-0.037192140913158256
ETHUSDT:long:50:1788593998.306329,ETHUSDT,long,50,60,2026-09-05,-0.2530560992183427,True,96,1.3528359112473336,-0.1482002020341544,-0.05256554385242848
ETHUSDT:long:50:1788623042.251099,ETHUSDT,long,50,60,2026-09-05,0.18192180143961967,True,96,0.8712011134543544,0.26050293630477395,-0.045028646727228144
ETHUSDT:long:50:1788644524.707708,ETHUSDT,long,50,60,2026-09-05,-0.22348840486917865,True,96,0.9235045508171296,-0.11773075227445862,-0.114763519372592
ETHUSDT:long:50:1788659361.607322,ETHUSDT,long,50,60,2026-09-06,-0.15877905930796954,True,96,1.1143178820101423,-0.07309282789141891,-0.07733041414187176
ETHUSDT:long:50:1788693570.372481,ETHUSDT,long,50,60,2026-09-06,-0.1275932268416623,True,96,1.4536479586820348,-0.004754338333734509,-0.12068209262794538
ETHUSDT:long:50:1788726112.870767,ETHUSDT,long,50,60,2026-09-06,0.4853996840695852,True,96,1.5535771404069576,0.023034955545031544,0.4496131037045337
ETHUSDT:long:50:1788439069.565877,ETHUSDT,long,50,240,2026-09-03,3.1126569136385207,True,35,1.1352569244923822,3.214656154675466,-0.5368037458188568
ETHUSDT:long:50:1788455830.127855,ETHUSDT,long,50,240,2026-09-03,0.41154444079763774,True,54,1.113154835724109,0.6110946672586381,-0.26869854314653063
ETHUSDT:long:50:1788471218.489975,ETHUSDT,long,50,240,2026-09-03,-0.6980438677689959,True,71,1.072425637470965,-1.4114733297545201,0.8156563176662611
ETHUSDT:long:50:1788490983.836880,ETHUSDT,long,50,240,2026-09-04,-0.17892564220987273,True,93,1.0489117886574801,-0.12262051915945538,-0.050307534132219583
ETHUSDT:long:50:1788511491.037888,ETHUSDT,long,50,240,2026-09-04,-2.8382415208811484,True,96,1.0381713024480461,-1.648785689952259,-1.1265195336857112
ETHUSDT:long:50:1788540474.809328,ETHUSDT,long,50,240,2026-09-04,-0.3590253618916982,True,96,1.2699861208426768,-0.033482646709170893,-0.31650286528197247
ETHUSDT:long:50:1788557614.497340,ETHUSDT,long,50,240,2026-09-04,-0.1554484225451923,True,96,1.329044716780982,-0.1549707235728559,0.050514598875037814
ETHUSDT:long:50:1788593998.306329,ETHUSDT,long,50,240,2026-09-05,-0.3144979065026664,True,96,1.3528359112473336,-0.1257380206928116,-0.14439499670027053
ETHUSDT:long:50:1788623042.251099,ETHUSDT,long,50,240,2026-09-05,0.6372459197831893,True,96,0.8712011134543544,0.15999096521608358,0.4978616127443004
ETHUSDT:long:50:1788644524.707708,ETHUSDT,long,50,240,2026-09-05,0.6269688367017557,True,96,0.9235045508171296,0.13401266482304663,0.5032075308705415
ETHUSDT:long:50:1788659361.607322,ETHUSDT,long,50,240,2026-09-06,0.3949219421512363,True,96,1.1143178820101423,0.09862525407267064,0.2850220579202658
ETHUSDT:long:50:1788693570.372481,ETHUSDT,long,50,240,2026-09-06,-1.115911646811043,True,96,1.4536479586820348,-0.44915985837076233,-0.4629913355684725
ETHUSDT:long:50:1788726112.870767,ETHUSDT,long,50,240,2026-09-06,0.7123243338598907,True,96,1.5535771404069576,0.3301259661536271,0.19944817938885462
ETHUSDT:long:60:1788444536.754252,ETHUSDT,long,60,15,2026-09-03,0.32650925880285186,True,41,1.0528181049381562,0.4990353925990121,-0.19888423753030882
ETHUSDT:long:60:1788459284.569770,ETHUSDT,long,60,15,2026-09-03,-0.495085699708233,True,57,1.1032882251558687,-0.4116026655703653,-0.04096932534168013
ETHUSDT:long:60:1788491295.821063,ETHUSDT,long,60,15,2026-09-04,-0.35214399287666553,True,93,1.0489117886574801,-0.11635131179310587,-0.2301017303111147
ETHUSDT:long:60:1788512365.304357,ETHUSDT,long,60,15,2026-09-04,0.013820047668420377,True,96,1.0384035755883594,-0.09441729981313207,0.11186330939177486
ETHUSDT:long:60:1788627007.967252,ETHUSDT,long,60,15,2026-09-05,0.08040485829959654,True,96,0.9322635168633003,0.036394653112670206,0.04647545099375875
ETHUSDT:long:60:1788644891.020141,ETHUSDT,long,60,15,2026-09-05,-0.15133889397811673,True,96,0.9253544504746573,0.046211704710974466,-0.19410110059643765
ETHUSDT:long:60:1788659544.969012,ETHUSDT,long,60,15,2026-09-06,-0.07809085901765644,True,96,1.1143178820101423,-0.051513844345663085,-0.020688061092197015
ETHUSDT:long:60:1788728147.249871,ETHUSDT,long,60,15,2026-09-06,0.3829431786329308,True,96,1.5332577654108315,0.13035572964146258,0.18307424389436341
ETHUSDT:long:60:1788444536.754252,ETHUSDT,long,60,30,2026-09-03,0.8161495867632685,True,41,1.0528181049381562,1.031787679897378,-0.27013516308482577
ETHUSDT:long:60:1788459284.569770,ETHUSDT,long,60,30,2026-09-03,-0.5201977072338736,True,57,1.1032882251558687,-0.38107710903284575,-0.09975981996149574
ETHUSDT:long:60:1788491295.821063,ETHUSDT,long,60,30,2026-09-04,-0.5254569738599412,True,93,1.0489117886574801,-0.15525859758379612,-0.36260440056386967
ETHUSDT:long:60:1788512365.304357,ETHUSDT,long,60,30,2026-09-04,-0.28984852204072753,True,96,1.0384035755883594,-0.145816795925513,-0.13843183977083673
ETHUSDT:long:60:1788627007.967252,ETHUSDT,long,60,30,2026-09-05,0.156113360323893,True,96,0.9322635168633003,0.06928741520420001,0.0915192309512578
ETHUSDT:long:60:1788644891.020141,ETHUSDT,long,60,30,2026-09-05,-0.2883461099593386,True,96,0.9253544504746573,-0.03631814191376037,-0.25473895570647026
ETHUSDT:long:60:1788659544.969012,ETHUSDT,long,60,30,2026-09-06,-0.29242618004167376,True,96,1.1143178820101423,-0.1292847452752821,-0.14836187651030064
ETHUSDT:long:60:1788728147.249871,ETHUSDT,long,60,30,2026-09-06,0.3272830657109572,True,96,1.5332577654108315,0.08778037125714011,0.1926931298303014
ETHUSDT:long:60:1788444536.754252,ETHUSDT,long,60,60,2026-09-03,2.320807742232298,True,41,1.0528181049381562,2.2288641969675282,-0.02578083778356044
ETHUSDT:long:60:1788459284.569770,ETHUSDT,long,60,60,2026-09-03,-0.1602589326998326,True,57,1.1032882251558687,-0.10253140562801466,-0.04713724016176386
ETHUSDT:long:60:1788491295.821063,ETHUSDT,long,60,60,2026-09-04,-0.667764421548036,True,93,1.0489117886574801,-0.17502102846159717,-0.48418280153171034
ETHUSDT:long:60:1788512365.304357,ETHUSDT,long,60,60,2026-09-04,-0.3405259365423817,True,96,1.0384035755883594,-0.1460633162905567,-0.1888532666439742
ETHUSDT:long:60:1788627007.967252,ETHUSDT,long,60,60,2026-09-05,0.18728744939272357,True,96,0.9322635168633003,0.06941248274068279,0.1225767241186815
ETHUSDT:long:60:1788644891.020141,ETHUSDT,long,60,60,2026-09-05,-0.48481686836057347,True,96,0.9253544504746573,-0.14639968240410806,-0.3493452706998557
ETHUSDT:long:60:1788659544.969012,ETHUSDT,long,60,60,2026-09-06,-0.32874743555970853,True,96,1.1143178820101423,-0.1740467750708019,-0.13480400179211693
ETHUSDT:long:60:1788728147.249871,ETHUSDT,long,60,60,2026-09-06,0.2207680294718274,True,96,1.5332577654108315,0.051591316630439366,0.14166524262043725
ETHUSDT:long:60:1788444536.754252,ETHUSDT,long,60,240,2026-09-03,2.8724746553622094,True,41,1.0528181049381562,2.97317098521781,-0.2577335869519164
ETHUSDT:long:60:1788459284.569770,ETHUSDT,long,60,240,2026-09-03,-0.3348471754970682,True,57,1.1032882251558687,0.12628718148182116,-0.47417833581408375
ETHUSDT:long:60:1788491295.821063,ETHUSDT,long,60,240,2026-09-04,-0.19433377854099143,True,93,1.0489117886574801,-0.09028960607297964,-0.09962794633780307
ETHUSDT:long:60:1788512365.304357,ETHUSDT,long,60,240,2026-09-04,-3.055330868088282,True,96,1.0384035755883594,-2.0700315053026497,-0.9058027514014566
ETHUSDT:long:60:1788627007.967252,ETHUSDT,long,60,240,2026-09-05,0.22736842105262955,True,96,0.9322635168633003,-0.27127148660277545,0.48026493117766866
ETHUSDT:long:60:1788644891.020141,ETHUSDT,long,60,240,2026-09-05,0.3613332690484229,True,96,0.9253544504746573,0.0820289067362534,0.2854274551324602
ETHUSDT:long:60:1788659544.969012,ETHUSDT,long,60,240,2026-09-06,0.2619718849534137,True,96,1.1143178820101423,-0.02513175415893576,0.2899766480189986
ETHUSDT:long:60:1788728147.249871,ETHUSDT,long,60,240,2026-09-06,0.3913522604412779,False,96,1.5332577654108315,0.25056850625608806,0.007166152456738406
ETHUSDT:long:70:1788446305.270870,ETHUSDT,long,70,15,2026-09-03,0.6295709184379029,True,43,0.9584176709272826,0.5411444025532619,0.1109285605074698
ETHUSDT:long:70:1788644891.020141,ETHUSDT,long,70,15,2026-09-05,-0.15133889397811673,True,96,0.9253544504746573,0.046211704710974466,-0.19410110059643765
ETHUSDT:long:70:1788659544.969012,ETHUSDT,long,70,15,2026-09-06,-0.07809085901765644,True,96,1.1143178820101423,-0.051513844345663085,-0.020688061092197015
ETHUSDT:long:70:1788728147.249871,ETHUSDT,long,70,15,2026-09-06,0.3829431786329308,True,96,1.5332577654108315,0.13035572964146258,0.18307424389436341
ETHUSDT:long:70:1788446305.270870,ETHUSDT,long,70,30,2026-09-03,1.308373882557743,True,43,0.9584176709272826,1.1205300105696425,0.23443811962346284
ETHUSDT:long:70:1788644891.020141,ETHUSDT,long,70,30,2026-09-05,-0.2883461099593386,True,96,0.9253544504746573,-0.03631814191376037,-0.25473895570647026
ETHUSDT:long:70:1788659544.969012,ETHUSDT,long,70,30,2026-09-06,-0.29242618004167376,True,96,1.1143178820101423,-0.1292847452752821,-0.14836187651030064
ETHUSDT:long:70:1788728147.249871,ETHUSDT,long,70,30,2026-09-06,0.3272830657109572,True,96,1.5332577654108315,0.08778037125714011,0.1926931298303014
ETHUSDT:long:70:1788446305.270870,ETHUSDT,long,70,60,2026-09-03,1.3234222406598528,True,43,0.9584176709272826,1.3936098318766188,-0.012238048588697925
ETHUSDT:long:70:1788644891.020141,ETHUSDT,long,70,60,2026-09-05,-0.48481686836057347,True,96,0.9253544504746573,-0.14639968240410806,-0.3493452706998557
ETHUSDT:long:70:1788659544.969012,ETHUSDT,long,70,60,2026-09-06,-0.32874743555970853,True,96,1.1143178820101423,-0.1740467750708019,-0.13480400179211693
ETHUSDT:long:70:1788728147.249871,ETHUSDT,long,70,60,2026-09-06,0.2207680294718274,True,96,1.5332577654108315,0.051591316630439366,0.14166524262043725
ETHUSDT:long:70:1788446305.270870,ETHUSDT,long,70,240,2026-09-03,1.545487200761384,True,43,0.9584176709272826,1.5181131663843495,0.09050071563125361
ETHUSDT:long:70:1788644891.020141,ETHUSDT,long,70,240,2026-09-05,0.3613332690484229,True,96,0.9253544504746573,0.0820289067362534,0.2854274551324602
ETHUSDT:long:70:1788659544.969012,ETHUSDT,long,70,240,2026-09-06,0.2619718849534137,True,96,1.1143178820101423,-0.02513175415893576,0.2899766480189986
ETHUSDT:long:70:1788728147.249871,ETHUSDT,long,70,240,2026-09-06,0.3913522604412779,False,96,1.5332577654108315,0.25056850625608806,0.007166152456738406
ETHUSDT:long:80:1788450044.618003,ETHUSDT,long,80,15,2026-09-03,0.3406910365548389,True,47,1.063961288249801,0.26479825806220436,0.05895594078067268
ETHUSDT:long:80:1788659544.969012,ETHUSDT,long,80,15,2026-09-06,-0.07809085901765644,True,96,1.1143178820101423,-0.051513844345663085,-0.020688061092197015
ETHUSDT:long:80:1788728393.975796,ETHUSDT,long,80,15,2026-09-06,0.39844378788241663,True,96,1.5332577654108315,0.13961968349531784,0.18437082395901805
ETHUSDT:long:80:1788450044.618003,ETHUSDT,long,80,30,2026-09-03,0.11635453179771116,True,47,1.063961288249801,0.04767356698320846,0.0656317020547935
ETHUSDT:long:80:1788659544.969012,ETHUSDT,long,80,30,2026-09-06,-0.29242618004167376,True,96,1.1143178820101423,-0.1292847452752821,-0.14836187651030064
ETHUSDT:long:80:1788728393.975796,ETHUSDT,long,80,30,2026-09-06,0.12140664408733859,True,96,1.5332577654108315,-0.00025043889415599097,0.12179063146656416
ETHUSDT:long:80:1788450044.618003,ETHUSDT,long,80,60,2026-09-03,-0.36396594892338585,True,47,1.063961288249801,-0.19365842753803486,-0.15792087887958753
ETHUSDT:long:80:1788659544.969012,ETHUSDT,long,80,60,2026-09-06,-0.32874743555970853,True,96,1.1143178820101423,-0.1740467750708019,-0.13480400179211693
ETHUSDT:long:80:1788728393.975796,ETHUSDT,long,80,60,2026-09-06,0.1754529076889756,True,96,1.5332577654108315,0.01239672526101021,0.15644553241686707
ETHUSDT:long:80:1788450044.618003,ETHUSDT,long,80,240,2026-09-03,0.6159038557836817,True,47,1.063961288249801,0.7432630209973645,-0.17489922554511328
ETHUSDT:long:80:1788659544.969012,ETHUSDT,long,80,240,2026-09-06,0.2619718849534137,True,96,1.1143178820101423,-0.02513175415893576,0.2899766480189986
ETHUSDT:short:50:1788429271.535756,ETHUSDT,short,50,15,2026-09-03,0.009880434828011375,True,24,,0.05462277434740148,
ETHUSDT:short:50:1788473699.103550,ETHUSDT,short,50,15,2026-09-03,0.2534965266820267,True,73,1.0587729009575793,0.3325301797261093,-0.09857741636253126
ETHUSDT:short:50:1788525137.010039,ETHUSDT,short,50,15,2026-09-04,0.04228789136112365,True,96,1.0343789683305784,0.3608522388528046,-0.3309700751832198
ETHUSDT:short:50:1788583895.108819,ETHUSDT,short,50,15,2026-09-05,0.01354569958343721,True,96,1.3411560650735632,0.07849945276823256,-0.0917343176016336
ETHUSDT:short:50:1788616619.057452,ETHUSDT,short,50,15,2026-09-05,-0.2338083369705889,True,96,0.927050200711187,-0.07981738787228299,-0.15981361152334628
ETHUSDT:short:50:1788679998.591564,ETHUSDT,short,50,15,2026-09-06,-0.18658911308115023,True,96,1.4458212056960555,-0.02193114372794902,-0.1548806004141135
ETHUSDT:short:50:1788700887.492880,ETHUSDT,short,50,15,2026-09-06,-0.07464615977395217,True,96,1.4428531976489969,0.006893526352069745,-0.08459250631411362
ETHUSDT:short:50:1788429271.535756,ETHUSDT,short,50,30,2026-09-03,-0.15758597792449247,True,24,,0.02421953202196292,
ETHUSDT:short:50:1788473699.103550,ETHUSDT,short,50,30,2026-09-03,0.168011760147322,True,73,1.0587729009575793,0.23270965997098658,-0.07837492162101131
ETHUSDT:short:50:1788525137.010039,ETHUSDT,short,50,30,2026-09-04,-0.34687601940913904,True,96,1.0343789683305784,0.23169851579906142,-0.5865400911450984
ETHUSDT:short:50:1788583895.108819,ETHUSDT,short,50,30,2026-09-05,-0.11632443028670936,True,96,1.3411560650735632,-0.021763470078384195,-0.08713622039403737
ETHUSDT:short:50:1788616619.057452,ETHUSDT,short,50,30,2026-09-05,-0.2921402086078294,True,96,0.927050200711187,-0.15284715535857085,-0.15044322255453232
ETHUSDT:short:50:1788679998.591564,ETHUSDT,short,50,30,2026-09-06,-0.18137430302057822,True,96,1.4458212056960555,0.037846888033366,-0.23609413630882306
ETHUSDT:short:50:1788700887.492880,ETHUSDT,short,50,30,2026-09-06,-0.18301374261494796,True,96,1.4428531976489969,0.008773578993548359,-0.19567272912061529
ETHUSDT:short:50:1788429271.535756,ETHUSDT,short,50,60,2026-09-03,-0.12375859779244702,True,24,,-0.07098384119199608,
ETHUSDT:short:50:1788473699.103550,ETHUSDT,short,50,60,2026-09-03,0.17919668287148316,True,73,1.0587729009575793,0.26565534875716557,-0.10207200138703848
ETHUSDT:short:50:1788525137.010039,ETHUSDT,short,50,60,2026-09-04,-0.45520420885673196,True,96,1.0343789683305784,0.3106467099689314,-0.7765306322296837
ETHUSDT:short:50:1788583895.108819,ETHUSDT,short,50,60,2026-09-05,-0.162473250020425,True,96,1.3411560650735632,-0.009057629165565295,-0.1503255557298399
ETHUSDT:short:50:1788616619.057452,ETHUSDT,short,50,60,2026-09-05,-0.3276288298137108,True,96,0.927050200711187,-0.17698091673097327,-0.16355863543621213
ETHUSDT:short:50:1788679998.591564,ETHUSDT,short,50,60,2026-09-06,-0.130429620121144,True,96,1.4458212056960555,0.03960137953159526,-0.18768613442274215
ETHUSDT:short:50:1788700887.492880,ETHUSDT,short,50,60,2026-09-06,0.3676541227844866,True,96,1.4428531976489969,0.22121952748009877,0.048466820177425984
ETHUSDT:short:50:1788429271.535756,ETHUSDT,short,50,240,2026-09-03,-1.4279920317726758,True,24,,-1.4475035202059061,
ETHUSDT:short:50:1788473699.103550,ETHUSDT,short,50,240,2026-09-03,-0.06846946316365832,True,73,1.0587729009575793,0.7094386939738961,-0.8196039272339566
ETHUSDT:short:50:1788525137.010039,ETHUSDT,short,50,240,2026-09-04,-0.5896946780200051,True,96,1.0343789683305784,0.03213153848568018,-0.6229308656496972
ETHUSDT:short:50:1788583895.108819,ETHUSDT,short,50,240,2026-09-05,-0.3433929592420303,True,96,1.3411560650735632,-0.11485576983558676,-0.18935344691833988
ETHUSDT:short:50:1788616619.057452,ETHUSDT,short,50,240,2026-09-05,-1.2246343244312863,True,96,0.927050200711187,-0.5716684725088683,-0.6946689522516822
ETHUSDT:short:50:1788679998.591564,ETHUSDT,short,50,240,2026-09-06,-0.43008062898632005,True,96,1.4458212056960555,-0.13284007058069758,-0.23801763797458675
ETHUSDT:short:50:1788700887.492880,ETHUSDT,short,50,240,2026-09-06,-0.020462368353448723,True,96,1.4428531976489969,0.15002820078962031,-0.23693103760027814
ETHUSDT:short:60:1788432171.325016,ETHUSDT,short,60,15,2026-09-03,-0.35186804448183107,True,27,,-0.30057636292271095,
ETHUSDT:short:60:1788584957.815997,ETHUSDT,short,60,15,2026-09-05,-0.2459631271573136,True,96,1.342343754845997,-0.08460652301183202,-0.13239208937314675
ETHUSDT:short:60:1788432171.325016,ETHUSDT,short,60,30,2026-09-03,-0.502958954333712,True,27,,-0.4233633565393635,
ETHUSDT:short:60:1788584957.815997,ETHUSDT,short,60,30,2026-09-05,-0.2762269953704565,True,96,1.342343754845997,-0.13509345117814764,-0.09488514486087737
ETHUSDT:short:60:1788432171.325016,ETHUSDT,short,60,60,2026-09-03,-0.9026592837202551,True,27,,-0.6394994525585229,
ETHUSDT:short:60:1788584957.815997,ETHUSDT,short,60,60,2026-09-05,-0.30485497881528534,True,96,1.342343754845997,-0.1403813588663816,-0.11641493844420328
ETHUSDT:short:60:1788432171.325016,ETHUSDT,short,60,240,2026-09-03,-3.082386315600041,True,27,,-3.062444481170079,
ETHUSDT:short:60:1788584957.815997,ETHUSDT,short,60,240,2026-09-05,-0.604221891409975,True,96,1.342343754845997,-0.29713005105349577,-0.2053712230012426
ETHUSDT:short:70:1788584957.815997,ETHUSDT,short,70,15,2026-09-05,-0.2459631271573136,True,96,1.342343754845997,-0.08460652301183202,-0.13239208937314675
ETHUSDT:short:70:1788584957.815997,ETHUSDT,short,70,30,2026-09-05,-0.2762269953704565,True,96,1.342343754845997,-0.13509345117814764,-0.09488514486087737
ETHUSDT:short:70:1788584957.815997,ETHUSDT,short,70,60,2026-09-05,-0.30485497881528534,True,96,1.342343754845997,-0.1403813588663816,-0.11641493844420328
ETHUSDT:short:70:1788584957.815997,ETHUSDT,short,70,240,2026-09-05,-0.604221891409975,True,96,1.342343754845997,-0.29713005105349577,-0.2053712230012426
SOLUSDT:long:50:1788445084.940653,SOLUSDT,long,50,15,2026-09-03,0.969303238469097,True,42,1.2954866069103184,0.9202508280866661,-0.22286938431530878
SOLUSDT:long:50:1788464533.820471,SOLUSDT,long,50,15,2026-09-03,-0.46152357461341154,True,63,1.369654060030429,0.18992292733885918,-0.7216522831359442
SOLUSDT:long:50:1788496156.387563,SOLUSDT,long,50,15,2026-09-04,-0.4750863723608466,True,96,1.3027334803970325,-0.23953172471462558,-0.16304037495785856
SOLUSDT:long:50:1788512428.129730,SOLUSDT,long,50,15,2026-09-04,-0.10081534772182976,True,96,1.278882694376045,0.022320355053961904,-0.12936046353267053
SOLUSDT:long:50:1788539783.735051,SOLUSDT,long,50,15,2026-09-04,-0.07092747080185358,True,96,1.2009646999653407,0.05780593256892175,-0.14035035526570538
SOLUSDT:long:50:1788570640.037419,SOLUSDT,long,50,15,2026-09-05,-0.24753850681841427,True,96,1.2711773629296594,-0.03214868768053325,-0.20667182279102478
SOLUSDT:long:50:1788591320.377654,SOLUSDT,long,50,15,2026-09-05,-0.06125709810064428,True,96,1.2691344494480432,0.04546607753348475,-0.11895966337966549
SOLUSDT:long:50:1788611757.177222,SOLUSDT,long,50,15,2026-09-05,0.23104826913701093,True,96,1.2833488183027557,0.04293855392492052,0.17594312669783502
SOLUSDT:long:50:1788626764.103120,SOLUSDT,long,50,15,2026-09-05,0.03509887553315505,True,96,1.166826442480232,0.08381904593908196,-0.06270340365203109
SOLUSDT:long:50:1788659545.174025,SOLUSDT,long,50,15,2026-09-06,0.02417531718569077,True,96,1.9043674616603927,-0.051513844345663085,0.12227660618260976
SOLUSDT:long:50:1788686934.949801,SOLUSDT,long,50,15,2026-09-06,-0.6256653244685849,True,96,2.2946511171024135,-0.15397142460464863,-0.2723546229976779
SOLUSDT:long:50:1788703289.243687,SOLUSDT,long,50,15,2026-09-06,-0.830612435717628,True,96,2.4566453350979716,-0.1672900885321682,-0.41964002011695034
