symbol,side,threshold,variant,horizon,recorded,missing_exits,gap_qualified_n,gap_qualified_mean,n,mean,median,win_rate,pf
ETHUSDT,short,90,full,240,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta,15,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta,30,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta,60,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta,240,0,0,0,,0,,,,
ETHUSDT,short,90,no_oi,15,0,0,0,,0,,,,
ETHUSDT,short,90,no_oi,30,0,0,0,,0,,,,
ETHUSDT,short,90,no_oi,60,0,0,0,,0,,,,
ETHUSDT,short,90,no_oi,240,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta_oi,15,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta_oi,30,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta_oi,60,0,0,0,,0,,,,
ETHUSDT,short,90,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,long,50,full,15,14,0,14,-0.1478084062061241,14,-0.1478084062061241,-0.08587140926184167,0.35714285714285715,0.4088535267509342
SOLUSDT,long,50,full,30,14,0,14,-0.11690130485352888,14,-0.11690130485352888,-0.25343933271525165,0.42857142857142855,0.6103933260331834
SOLUSDT,long,50,full,60,14,0,14,-0.2082780734329046,14,-0.2082780734329046,-0.27486071022141056,0.2857142857142857,0.5158118583665994
SOLUSDT,long,50,full,240,14,1,13,-0.15919073595090544,13,-0.15919073595090544,-0.3260237417835897,0.38461538461538464,0.7360138974838508
SOLUSDT,long,50,no_delta,15,0,0,0,,0,,,,
SOLUSDT,long,50,no_delta,30,0,0,0,,0,,,,
SOLUSDT,long,50,no_delta,60,0,0,0,,0,,,,
SOLUSDT,long,50,no_delta,240,0,0,0,,0,,,,
SOLUSDT,long,50,no_oi,15,11,0,11,-0.0800718656416269,11,-0.0800718656416269,-0.06125709810064428,0.36363636363636365,0.5023963100392024
SOLUSDT,long,50,no_oi,30,11,0,11,-0.038332807791805784,11,-0.038332807791805784,-0.07304282494366088,0.45454545454545453,0.8280492132933603
SOLUSDT,long,50,no_oi,60,11,0,11,-0.09436744441980234,11,-0.09436744441980234,-0.11060856498873661,0.2727272727272727,0.6905888473566232
SOLUSDT,long,50,no_oi,240,11,1,10,0.14446086067309238,10,0.14446086067309238,0.2916131539377288,0.6,1.3094344763965766
SOLUSDT,long,50,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,long,50,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,long,50,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,long,50,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,long,60,full,15,7,0,7,-0.10140589185502255,7,-0.10140589185502255,-0.0908624708624649,0.2857142857142857,0.36447429036062723
SOLUSDT,long,60,full,30,7,0,7,0.2096086232860658,7,0.2096086232860658,-0.12,0.42857142857142855,2.5550030541139743
SOLUSDT,long,60,full,60,7,0,6,-0.09194315398256205,7,-0.17506307725041365,-0.32180665000961717,0.14285714285714285,0.5029023730750539
SOLUSDT,long,60,full,240,7,1,6,0.23322422759113862,6,0.23322422759113862,-0.01765532711700757,0.5,2.4169900490969956
SOLUSDT,long,60,no_delta,15,0,0,0,,0,,,,
SOLUSDT,long,60,no_delta,30,0,0,0,,0,,,,
SOLUSDT,long,60,no_delta,60,0,0,0,,0,,,,
SOLUSDT,long,60,no_delta,240,0,0,0,,0,,,,
SOLUSDT,long,60,no_oi,15,4,0,4,0.06513620482420168,4,0.06513620482420168,-0.12535562533061084,0.5,1.3730360882862735
SOLUSDT,long,60,no_oi,30,4,0,4,0.4528617905866761,4,0.4528617905866761,-0.047134946079865236,0.5,4.819150093842547
SOLUSDT,long,60,no_oi,60,4,0,3,0.4196520933563093,4,0.14629341580285118,-0.25667870740993737,0.25,1.4929272432878622
SOLUSDT,long,60,no_oi,240,4,1,3,0.6079524452611965,3,0.6079524452611965,0.10345283202174216,0.6666666666666666,6.447914559376223
SOLUSDT,long,60,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,long,60,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,long,60,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,long,60,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,long,70,full,15,3,0,3,0.02627814042202555,3,0.02627814042202555,0.0743068104536927,0.6666666666666666,1.2425539706798132
SOLUSDT,long,70,full,30,3,0,3,-0.20691422508874854,3,-0.20691422508874854,-0.29216642754661615,0.3333333333333333,0.03980075961841403
SOLUSDT,long,70,full,60,3,0,3,-0.31314368793054886,3,-0.31314368793054886,-0.39335741481987474,0.0,0.0
SOLUSDT,long,70,full,240,3,0,3,0.15708164590116713,3,0.15708164590116713,0.10345283202174216,0.6666666666666666,2.4076222447762055
SOLUSDT,long,70,no_delta,15,0,0,0,,0,,,,
SOLUSDT,long,70,no_delta,30,0,0,0,,0,,,,
SOLUSDT,long,70,no_delta,60,0,0,0,,0,,,,
SOLUSDT,long,70,no_delta,240,0,0,0,,0,,,,
SOLUSDT,long,70,no_oi,15,3,0,3,0.02627814042202555,3,0.02627814042202555,0.0743068104536927,0.6666666666666666,1.2425539706798132
SOLUSDT,long,70,no_oi,30,3,0,3,-0.20691422508874854,3,-0.20691422508874854,-0.29216642754661615,0.3333333333333333,0.03980075961841403
SOLUSDT,long,70,no_oi,60,3,0,3,-0.31314368793054886,3,-0.31314368793054886,-0.39335741481987474,0.0,0.0
SOLUSDT,long,70,no_oi,240,3,0,3,0.15708164590116713,3,0.15708164590116713,0.10345283202174216,0.6666666666666666,2.4076222447762055
SOLUSDT,long,70,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,long,70,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,long,70,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,long,70,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,long,80,full,15,2,0,2,-0.12535562533061084,2,-0.12535562533061084,-0.12535562533061084,0.5,0.22862363463370902
SOLUSDT,long,80,full,30,2,0,2,-0.16428812385981473,2,-0.16428812385981473,-0.16428812385981473,0.5,0.07262107336349939
SOLUSDT,long,80,full,60,2,0,2,-0.25667870740993737,2,-0.25667870740993737,-0.25667870740993737,0.0,0.0
SOLUSDT,long,80,full,240,2,0,2,-0.11566399695408724,2,-0.11566399695408724,-0.11566399695408724,0.5,0.30901659835022655
SOLUSDT,long,80,no_delta,15,0,0,0,,0,,,,
SOLUSDT,long,80,no_delta,30,0,0,0,,0,,,,
SOLUSDT,long,80,no_delta,60,0,0,0,,0,,,,
SOLUSDT,long,80,no_delta,240,0,0,0,,0,,,,
SOLUSDT,long,80,no_oi,15,2,0,2,-0.12535562533061084,2,-0.12535562533061084,-0.12535562533061084,0.5,0.22862363463370902
SOLUSDT,long,80,no_oi,30,2,0,2,-0.16428812385981473,2,-0.16428812385981473,-0.16428812385981473,0.5,0.07262107336349939
SOLUSDT,long,80,no_oi,60,2,0,2,-0.25667870740993737,2,-0.25667870740993737,-0.25667870740993737,0.0,0.0
SOLUSDT,long,80,no_oi,240,2,0,2,-0.11566399695408724,2,-0.11566399695408724,-0.11566399695408724,0.5,0.30901659835022655
SOLUSDT,long,80,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,long,80,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,long,80,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,long,80,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,long,90,full,15,0,0,0,,0,,,,
SOLUSDT,long,90,full,30,0,0,0,,0,,,,
SOLUSDT,long,90,full,60,0,0,0,,0,,,,
SOLUSDT,long,90,full,240,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta,15,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta,30,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta,60,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta,240,0,0,0,,0,,,,
SOLUSDT,long,90,no_oi,15,0,0,0,,0,,,,
SOLUSDT,long,90,no_oi,30,0,0,0,,0,,,,
SOLUSDT,long,90,no_oi,60,0,0,0,,0,,,,
SOLUSDT,long,90,no_oi,240,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,long,90,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,short,50,full,15,9,0,9,-0.26377938505131127,9,-0.26377938505131127,-0.18734654608429036,0.1111111111111111,0.002405867432141016
SOLUSDT,short,50,full,30,9,0,9,-0.2368307844398253,9,-0.2368307844398253,-0.29409807524904064,0.0,0.0
SOLUSDT,short,50,full,60,9,0,9,-0.22933818388675847,9,-0.22933818388675847,-0.24573749879098983,0.2222222222222222,0.08991310689494074
SOLUSDT,short,50,full,240,9,0,8,-0.7644511982748453,9,-0.7576749751191292,-0.7292843326885866,0.1111111111111111,0.002150071885942052
SOLUSDT,short,50,no_delta,15,0,0,0,,0,,,,
SOLUSDT,short,50,no_delta,30,0,0,0,,0,,,,
SOLUSDT,short,50,no_delta,60,0,0,0,,0,,,,
SOLUSDT,short,50,no_delta,240,0,0,0,,0,,,,
SOLUSDT,short,50,no_oi,15,7,0,7,-0.25139948338321466,7,-0.25139948338321466,-0.10044009779951668,0.0,0.0
SOLUSDT,short,50,no_oi,30,7,0,7,-0.29827662846836883,7,-0.29827662846836883,-0.14933985330073607,0.0,0.0
SOLUSDT,short,50,no_oi,60,7,0,7,-0.18637636095618376,7,-0.18637636095618376,-0.19823960880195546,0.2857142857142857,0.10658640950605491
SOLUSDT,short,50,no_oi,240,7,0,6,-0.5763551143311252,7,-0.5915848069928166,-0.6829629629629651,0.14285714285714285,0.003535574148495593
SOLUSDT,short,50,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,short,50,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,short,50,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,short,50,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,short,60,full,15,4,0,4,-0.29161257577337774,4,-0.29161257577337774,-0.2595312905913104,0.0,0.0
SOLUSDT,short,60,full,30,4,0,4,-0.16721340220906478,4,-0.16721340220906478,-0.13466992665036803,0.0,0.0
SOLUSDT,short,60,full,60,4,0,4,-0.1653336233620205,4,-0.1653336233620205,-0.1687527877359173,0.25,0.12311113215956096
SOLUSDT,short,60,full,240,4,0,4,-0.5651402660486992,4,-0.5651402660486992,-0.6058467000234623,0.0,0.0
SOLUSDT,short,60,no_delta,15,0,0,0,,0,,,,
SOLUSDT,short,60,no_delta,30,0,0,0,,0,,,,
SOLUSDT,short,60,no_delta,60,0,0,0,,0,,,,
SOLUSDT,short,60,no_delta,240,0,0,0,,0,,,,
SOLUSDT,short,60,no_oi,15,3,0,3,-0.4037526217674154,3,-0.4037526217674154,-0.41862248338310415,0.0,0.0
SOLUSDT,short,60,no_oi,30,3,0,3,-0.18282553761263556,3,-0.18282553761263556,-0.12,0.0,0.0
SOLUSDT,short,60,no_oi,60,3,0,3,-0.2770240442667403,3,-0.2770240442667403,-0.2751289509404752,0.0,0.0
SOLUSDT,short,60,no_oi,240,3,0,3,-0.8065316103684683,3,-0.8065316103684683,-0.8518037974683556,0.0,0.0
SOLUSDT,short,60,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,short,60,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,short,60,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,short,60,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,short,70,full,15,3,0,3,-0.3616638934559678,3,-0.3616638934559678,-0.41862248338310415,0.0,0.0
SOLUSDT,short,70,full,30,3,0,3,-0.33586585629581595,3,-0.33586585629581595,-0.12,0.0,0.0
SOLUSDT,short,70,full,60,3,0,3,-0.470034647794691,3,-0.470034647794691,-0.2751289509404752,0.0,0.0
SOLUSDT,short,70,full,240,3,0,3,-0.897622055163659,3,-0.897622055163659,-1.1250751318539276,0.0,0.0
SOLUSDT,short,70,no_delta,15,0,0,0,,0,,,,
SOLUSDT,short,70,no_delta,30,0,0,0,,0,,,,
SOLUSDT,short,70,no_delta,60,0,0,0,,0,,,,
SOLUSDT,short,70,no_delta,240,0,0,0,,0,,,,
SOLUSDT,short,70,no_oi,15,2,0,2,-0.2983979199928898,2,-0.2983979199928898,-0.2983979199928898,0.0,0.0
SOLUSDT,short,70,no_oi,30,2,0,2,-0.10545666084933114,2,-0.10545666084933114,-0.10545666084933114,0.0,0.0
SOLUSDT,short,70,no_oi,60,2,0,2,-0.20719745880517715,2,-0.20719745880517715,-0.20719745880517715,0.0,0.0
SOLUSDT,short,70,no_oi,240,2,0,2,-0.7838955168185247,2,-0.7838955168185247,-0.7838955168185247,0.0,0.0
SOLUSDT,short,70,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,short,70,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,short,70,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,short,70,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,short,80,full,15,2,0,2,-0.2983979199928898,2,-0.2983979199928898,-0.2983979199928898,0.0,0.0
SOLUSDT,short,80,full,30,2,0,2,-0.10545666084933114,2,-0.10545666084933114,-0.10545666084933114,0.0,0.0
SOLUSDT,short,80,full,60,2,0,2,-0.20719745880517715,2,-0.20719745880517715,-0.20719745880517715,0.0,0.0
SOLUSDT,short,80,full,240,2,0,2,-0.7838955168185247,2,-0.7838955168185247,-0.7838955168185247,0.0,0.0
SOLUSDT,short,80,no_delta,15,0,0,0,,0,,,,
SOLUSDT,short,80,no_delta,30,0,0,0,,0,,,,
SOLUSDT,short,80,no_delta,60,0,0,0,,0,,,,
SOLUSDT,short,80,no_delta,240,0,0,0,,0,,,,
SOLUSDT,short,80,no_oi,15,2,0,2,-0.2983979199928898,2,-0.2983979199928898,-0.2983979199928898,0.0,0.0
SOLUSDT,short,80,no_oi,30,2,0,2,-0.10545666084933114,2,-0.10545666084933114,-0.10545666084933114,0.0,0.0
SOLUSDT,short,80,no_oi,60,2,0,2,-0.20719745880517715,2,-0.20719745880517715,-0.20719745880517715,0.0,0.0
SOLUSDT,short,80,no_oi,240,2,0,2,-0.7838955168185247,2,-0.7838955168185247,-0.7838955168185247,0.0,0.0
SOLUSDT,short,80,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,short,80,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,short,80,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,short,80,no_delta_oi,240,0,0,0,,0,,,,
SOLUSDT,short,90,full,15,0,0,0,,0,,,,
SOLUSDT,short,90,full,30,0,0,0,,0,,,,
SOLUSDT,short,90,full,60,0,0,0,,0,,,,
SOLUSDT,short,90,full,240,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta,15,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta,30,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta,60,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta,240,0,0,0,,0,,,,
SOLUSDT,short,90,no_oi,15,0,0,0,,0,,,,
SOLUSDT,short,90,no_oi,30,0,0,0,,0,,,,
SOLUSDT,short,90,no_oi,60,0,0,0,,0,,,,
SOLUSDT,short,90,no_oi,240,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta_oi,15,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta_oi,30,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta_oi,60,0,0,0,,0,,,,
SOLUSDT,short,90,no_delta_oi,240,0,0,0,,0,,,,
